rij,obs,pop,houseType,residenceStatus,kom,sex,buurtLabel,buurt,nadere_omschrijving1,nadere_omschrijving2
104,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R104-h,80,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt U,https://adamlink.nl/geo/district/buurt-u/148,Matrozen-Instituut (Schip Ajax),Kom
105,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R105-h,210,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt U,https://adamlink.nl/geo/district/buurt-u/148,"Wachtschip ""Prins Maurits""",Kom
106,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R106-h,273,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt U,https://adamlink.nl/geo/district/buurt-u/148,"Opleidingschip ""Admiraal van Wassenaer""",Kom
107,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R107-h,115,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt U,https://adamlink.nl/geo/district/buurt-u/148,Ramschip Guinéa,Kom
108,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R108-h,51,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt U,https://adamlink.nl/geo/district/buurt-u/148,Kosthuis No. 2 der Maatschappij tot Nut van 't Algemeen,Kom
109,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R109-h,67,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt U,https://adamlink.nl/geo/district/buurt-u/148,Zeemanshuis,Kom
110,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R110-h,329,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt U,https://adamlink.nl/geo/district/buurt-u/148,Kazerne Oranje-Nassau,Kom
111,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R111-h,4110,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt U,https://adamlink.nl/geo/district/buurt-u/148,Overige huizen,Kom
112,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R112-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt V,https://adamlink.nl/geo/district/buurt-v/147,Ned. Israël. Meisjesweeshuis,Kom
113,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R113-h,2,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt V,https://adamlink.nl/geo/district/buurt-v/147,Port. Israël. Zieken- en Oude vrouwenhuis,Kom
114,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R114-h,80,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt V,https://adamlink.nl/geo/district/buurt-v/147,R. C. Oude mannen- en vrouwenhuis. St. Jacob,Kom
115,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R115-h,122,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt V,https://adamlink.nl/geo/district/buurt-v/147,Cavallerie-Kazerne,Kom
116,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R116-h,2618,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt V,https://adamlink.nl/geo/district/buurt-v/147,Overige huizen,Kom
117,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R117-h,29,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Corvershof,Kom
118,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R118-h,22,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Bestedelinghuis,Kom
119,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R119-h,155,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Evangelisch Luthersch weeshuis,Kom
120,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R120-h,163,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Armenhuis,Kom
121,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R121-h,13,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,"Straalman-stichting, genaamd ""Magdalena Hodson""",Kom
122,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R122-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Brands Rusthofje,Kom
123,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R123-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Gebouw van Barmhartigheid,Kom
124,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R124-h,197,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Oude Vrouwen- en Mannenhuis der hervormde gemeente,Kom
125,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R125-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Portugeesch Israëlitisch Meisjes weeshuis,Kom
126,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R126-h,61,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,"Nederd. Israël. Oude Mannen-, Vrouwen- en Ziekenhuis",Kom
127,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R127-h,53,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Ned. Israël. Gesticht voor Krankzinnigen,Kom
128,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R128-h,2,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Farnades Nuneshuis,Kom
129,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R129-h,39,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Brandweer-kazerne,Kom
130,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R130-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Inrigting voor ooglijders,Kom
131,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R131-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Kinderziekenhuis,Kom
132,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R132-h,15,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Rijkshospitaal,Kom
133,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R133-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Centraal Magazijn van militaire kleeding,Kom
134,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R134-h,4710,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Overige huizen,Kom
135,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R135-h,2393,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt X,https://adamlink.nl/geo/district/buurt-x/127,,Kom
136,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R136-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt IJ,https://adamlink.nl/geo/district/buurt-y/137,Swigters familiënhofje,Kom
137,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R137-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt IJ,https://adamlink.nl/geo/district/buurt-y/137,Het Falckhuis,Kom
138,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R138-h,77,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt IJ,https://adamlink.nl/geo/district/buurt-y/137,"Gesticht Brentano ""Steun des Ouderdoms""",Kom
139,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R139-h,1623,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt IJ,https://adamlink.nl/geo/district/buurt-y/137,Overige huizen,Kom
140,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R140-h,3271,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt Z,https://adamlink.nl/geo/district/buurt-z/138,,Kom
141,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R141-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt AA,https://adamlink.nl/geo/district/buurt-aa/128,Doopsgezinde Oude vrouwenhuis,Kom
142,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R142-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt AA,https://adamlink.nl/geo/district/buurt-aa/128,Looijerstraat,Kom
143,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R143-h,2893,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt AA,https://adamlink.nl/geo/district/buurt-aa/128,Overige huizen,Kom
144,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R144-h,24,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt BB,https://adamlink.nl/geo/district/buurt-bb/126,Weeshuis der Waalsche Gem.,Kom
145,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R145-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt BB,https://adamlink.nl/geo/district/buurt-bb/126,Deutzen hofje,Kom
146,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R146-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt BB,https://adamlink.nl/geo/district/buurt-bb/126,Grilshofje,Kom
147,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R147-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt BB,https://adamlink.nl/geo/district/buurt-bb/126,Hodson Dadelhofje,Kom
148,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R148-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt BB,https://adamlink.nl/geo/district/buurt-bb/126,Nooteboome Uitkijkhofje,Kom
149,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R149-h,2148,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt BB,https://adamlink.nl/geo/district/buurt-bb/126,Overige huizen,Kom
150,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R150-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt CC,https://adamlink.nl/geo/district/buurt-cc/125,St. Piusgesticht,Kom
151,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R151-h,2,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt CC,https://adamlink.nl/geo/district/buurt-cc/125,Kweekschool voor vroedvrouwen,Kom
152,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R152-h,3,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt CC,https://adamlink.nl/geo/district/buurt-cc/125,Ziekenverpleging,Kom
153,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R153-h,10,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt CC,https://adamlink.nl/geo/district/buurt-cc/125,Cellul. huis van arrest en justitie,Kom
154,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R154-h,3276,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt CC,https://adamlink.nl/geo/district/buurt-cc/125,Overige huizen,Kom
155,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R155-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt DD,https://adamlink.nl/geo/district/buurt-dd/111,Rijpenhofje,Kom
156,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R156-h,2718,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt DD,https://adamlink.nl/geo/district/buurt-dd/111,Overige huizen,Kom
157,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R157-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt EE,https://adamlink.nl/geo/district/buurt-ee/110,Rozenhofje,Kom
158,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R158-h,3596,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt EE,https://adamlink.nl/geo/district/buurt-ee/110,Overige huizen,Kom
159,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R159-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt FF,https://adamlink.nl/geo/district/buurt-ff/112,"Gesticht ""de Voorzienigheid""",Kom
160,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R160-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt FF,https://adamlink.nl/geo/district/buurt-ff/112,Luthers Diaconiehofje,Kom
161,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R161-h,2,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt FF,https://adamlink.nl/geo/district/buurt-ff/112,"Gesticht ""Venetia""",Kom
162,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R162-h,194,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt FF,https://adamlink.nl/geo/district/buurt-ff/112,R. C. Jongens weeshuis,Kom
163,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R163-h,2389,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt FF,https://adamlink.nl/geo/district/buurt-ff/112,Overige huizen,Kom
164,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R164-h,128,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt GG,https://adamlink.nl/geo/district/buurt-gg/113,St. Aloysius-gesticht,Kom
165,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R165-h,3362,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt GG,https://adamlink.nl/geo/district/buurt-gg/113,Overige huizen,Kom
166,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R166-h,91,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt HH,https://adamlink.nl/geo/district/buurt-hh/114,Toevlugt voor behoeftigen,Kom
167,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R167-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt HH,https://adamlink.nl/geo/district/buurt-hh/114,Hofje van de wed. Roosen,Kom
168,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R168-h,1831,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt HH,https://adamlink.nl/geo/district/buurt-hh/114,Overige huizen,Kom
169,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R169-h,18,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt II,https://adamlink.nl/geo/district/buurt-jj/122,Gesticht Stads-bestedelingen,Kom
170,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R170-h,48,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt II,https://adamlink.nl/geo/district/buurt-jj/122,Kosthuis No. 1,Kom
171,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R171-h,1669,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt II,https://adamlink.nl/geo/district/buurt-jj/122,Overige huizen,Kom
172,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R172-h,42,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt KK,https://adamlink.nl/geo/district/buurt-kk/115,Instituut tot onderwijs van Blinden,Kom
173,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R173-h,25,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt KK,https://adamlink.nl/geo/district/buurt-kk/115,"Weeshuis ""de Oranjeappel""",Kom
174,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R174-h,0,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt KK,https://adamlink.nl/geo/district/buurt-kk/115,"Hof ""Liefde is het Fundament""",Kom
