rij,obs,pop,houseType,residenceStatus,kom,sex,description,buurt
91,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-I91-h,1799,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Kom. Buurt HH,https://adamlink.nl/geo/district/buurt-hh/114
92,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-I92-h,1760,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Kom. Buurt II,https://adamlink.nl/geo/district/buurt-jj/122
93,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-I93-h,10,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Kom. Buurt II Schepen,https://adamlink.nl/geo/district/buurt-jj/122
94,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-I94-h,1919,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Kom. Buurt KK,https://adamlink.nl/geo/district/buurt-kk/115
95,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-I95-h,1103,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Kom. Buurt LL,https://adamlink.nl/geo/district/buurt-ll/116
96,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-I96-h,23,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Kom. Buurt LL Schepen,https://adamlink.nl/geo/district/buurt-ll/116
97,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-I97-h,2190,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Kom. Buurt MM,https://adamlink.nl/geo/district/buurt-mm/109
98,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-I98-h,2463,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Kom. Buurt NN,https://adamlink.nl/geo/district/buurt-nn/108
99,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-I99-h,15,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Kom. Buurt NN Schepen,https://adamlink.nl/geo/district/buurt-nn/108
100,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J100-h,3406,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt OO,https://adamlink.nl/geo/district/buurt-oo/107
101,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J101-h,29,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt OO Schepen,https://adamlink.nl/geo/district/buurt-oo/107
102,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J102-h,4066,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt PP,https://adamlink.nl/geo/district/buurt-pp/106
103,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J103-h,7,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt PP Schepen,https://adamlink.nl/geo/district/buurt-pp/106
104,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J104-h,4351,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt QQ,https://adamlink.nl/geo/district/buurt-qq/101
105,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J105-h,16,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt QQ Schepen,https://adamlink.nl/geo/district/buurt-qq/101
106,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J106-h,1379,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt RR,https://adamlink.nl/geo/district/buurt-rr/117
107,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J107-h,8,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt RR Schepen,https://adamlink.nl/geo/district/buurt-rr/117
108,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J108-h,2244,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt SS,https://adamlink.nl/geo/district/buurt-ss/118
109,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J109-h,22,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt SS Schepen,https://adamlink.nl/geo/district/buurt-ss/118
110,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J110-h,2771,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt TT,https://adamlink.nl/geo/district/buurt-tt/105
111,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J111-h,145,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt TT Schepen,https://adamlink.nl/geo/district/buurt-tt/105
112,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J112-h,4020,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt UU,https://adamlink.nl/geo/district/buurt-uu/102
113,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J113-h,37,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt UU Schepen,https://adamlink.nl/geo/district/buurt-uu/102
114,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J114-h,953,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt VV,https://adamlink.nl/geo/district/buurt-vv/104
115,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J115-h,18,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt VV Schepen,https://adamlink.nl/geo/district/buurt-vv/104
118,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J118-h,488,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buiten de kom. Buurt WW,https://adamlink.nl/geo/district/buurt-ww/103
119,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J119-h,1547,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buiten de kom. Buurt XX,https://adamlink.nl/geo/district/buurt-xx/123
120,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J120-h,11,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buiten de kom. Buurt XX Schepen,https://adamlink.nl/geo/district/buurt-xx/123
121,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J121-h,422,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buiten de kom. Buurt IJ IJ,https://adamlink.nl/geo/district/buurt-yy/124
122,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J122-h,5,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buiten de kom. Buurt IJ IJ Schepen,https://adamlink.nl/geo/district/buurt-yy/124
123,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J123-h,462,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buiten de kom. Buurt ZZ,https://adamlink.nl/geo/district/buurt-zz/150
41,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J41-h,2186,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt A,https://adamlink.nl/geo/district/buurt-a/134
42,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J42-h,1850,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt B,https://adamlink.nl/geo/district/buurt-b/136
43,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J43-h,11,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt B Schepen,https://adamlink.nl/geo/district/buurt-b/136
44,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J44-h,3181,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt C,https://adamlink.nl/geo/district/buurt-c/141
45,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J45-h,15,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt C Schepen,https://adamlink.nl/geo/district/buurt-c/141
46,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J46-h,1837,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt D,https://adamlink.nl/geo/district/buurt-d/131
47,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J47-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt D Schip,https://adamlink.nl/geo/district/buurt-d/131
48,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J48-h,2355,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt E,https://adamlink.nl/geo/district/buurt-bb/126
49,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J49-h,1583,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt F,https://adamlink.nl/geo/district/buurt-f/121
50,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J50-h,4,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt F Schepen,https://adamlink.nl/geo/district/buurt-f/121
51,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J51-h,1718,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt G,https://adamlink.nl/geo/district/buurt-g/120
52,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J52-h,11,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt G Schepen,https://adamlink.nl/geo/district/buurt-g/120
53,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J53-h,2714,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt H,https://adamlink.nl/geo/district/buurt-h/129
54,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J54-h,14,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt H Schepen,https://adamlink.nl/geo/district/buurt-h/129
55,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J55-h,2621,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt I,https://adamlink.nl/geo/district/buurt-j/133
56,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J56-h,2870,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt K,https://adamlink.nl/geo/district/buurt-k/135
57,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J57-h,2,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt K Schip,https://adamlink.nl/geo/district/buurt-k/135
58,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J58-h,3119,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt L,https://adamlink.nl/geo/district/buurt-l/119
59,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J59-h,19,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt L Schepen,https://adamlink.nl/geo/district/buurt-l/119
60,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J60-h,2341,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt M,https://adamlink.nl/geo/district/buurt-m/132
61,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J61-h,23,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt M Schepen,https://adamlink.nl/geo/district/buurt-m/132
62,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J62-h,2538,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt N,https://adamlink.nl/geo/district/buurt-n/139
63,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J63-h,14,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt N Schepen,https://adamlink.nl/geo/district/buurt-n/139
64,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J64-h,2660,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt O,https://adamlink.nl/geo/district/buurt-o/140
65,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J65-h,2,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt O Schip,https://adamlink.nl/geo/district/buurt-o/140
66,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J66-h,2825,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt P,https://adamlink.nl/geo/district/buurt-p/142
67,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J67-h,1959,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt Q,https://adamlink.nl/geo/district/buurt-q/144
68,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J68-h,2117,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt R,https://adamlink.nl/geo/district/buurt-r/146
69,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J69-h,2,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt R Schepen,https://adamlink.nl/geo/district/buurt-r/146
70,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J70-h,1619,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt S,https://adamlink.nl/geo/district/buurt-s/145
71,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J71-h,5185,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt T,https://adamlink.nl/geo/district/buurt-t/149
72,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J72-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt T Schip,https://adamlink.nl/geo/district/buurt-t/149
73,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J73-h,4046,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt U,https://adamlink.nl/geo/district/buurt-u/148
74,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J74-h,202,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt U Schepen,https://adamlink.nl/geo/district/buurt-u/148
75,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J75-h,2546,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt V,https://adamlink.nl/geo/district/buurt-v/147
76,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J76-h,9,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt V Schepen,https://adamlink.nl/geo/district/buurt-v/147
77,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J77-h,5706,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt W,https://adamlink.nl/geo/district/buurt-w/143
78,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J78-h,23,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt W Schepen,https://adamlink.nl/geo/district/buurt-w/143
79,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J79-h,3155,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt X,https://adamlink.nl/geo/district/buurt-x/127
80,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J80-h,2336,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt IJ,https://adamlink.nl/geo/district/buurt-y/137
81,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J81-h,17,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt IJ Schepen,https://adamlink.nl/geo/district/buurt-y/137
82,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J82-h,3892,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt Z,https://adamlink.nl/geo/district/buurt-z/138
83,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J83-h,42,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt Z Schepen,https://adamlink.nl/geo/district/buurt-z/138
84,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J84-h,3489,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt AA,https://adamlink.nl/geo/district/buurt-aa/128
85,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J85-h,2987,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt BB,https://adamlink.nl/geo/district/buurt-bb/126
